"Date","Price","Open","High","Low","Vol.","Change %"
"25/04/2019","635.00","635.00","635.00","635.00","","-0.16%"
"24/04/2019","636.00","636.00","636.00","636.00","","-1.24%"
"23/04/2019","644.00","644.00","644.00","644.00","","-1.38%"
"18/04/2019","653.00","653.00","653.00","653.00","","0.15%"
"17/04/2019","652.00","652.00","652.00","652.00","","1.40%"
"16/04/2019","643.00","643.00","643.00","643.00","","0.63%"
"15/04/2019","639.00","639.00","639.00","639.00","","0.00%"
"12/04/2019","639.00","639.00","639.00","639.00","","0.79%"
"11/04/2019","634.00","634.00","634.00","634.00","","2.26%"
"10/04/2019","620.00","620.00","620.00","620.00","","0.32%"
"09/04/2019","618.00","618.00","618.00","618.00","","1.31%"
"08/04/2019","610.00","610.00","610.00","610.00","","-1.13%"
"05/04/2019","617.00","617.00","617.00","617.00","","-0.16%"
"04/04/2019","618.00","618.00","618.00","618.00","","-0.80%"
"03/04/2019","623.00","623.00","623.00","623.00","","-1.42%"
"02/04/2019","632.00","632.00","632.00","632.00","","-1.25%"
"01/04/2019","640.00","640.00","640.00","640.00","","-1.23%"
"29/03/2019","648.00","648.00","648.00","648.00","","-0.46%"
"28/03/2019","651.00","651.00","651.00","651.00","","-1.81%"
"27/03/2019","663.00","663.00","663.00","663.00","","-2.21%"
"26/03/2019","678.00","678.00","678.00","678.00","","-1.45%"
"25/03/2019","688.00","688.00","688.00","688.00","","-1.01%"
"22/03/2019","695.00","695.00","695.00","695.00","","-0.71%"
"21/03/2019","700.00","700.00","700.00","700.00","","-0.71%"
"20/03/2019","705.00","705.00","705.00","705.00","","-1.40%"
"19/03/2019","715.00","715.00","715.00","715.00","","-2.05%"
"18/03/2019","730.00","730.00","730.00","730.00","","-0.68%"
"15/03/2019","735.00","735.00","735.00","735.00","","-0.27%"
"14/03/2019","737.00","737.00","737.00","737.00","","-0.41%"
"13/03/2019","740.00","740.00","740.00","740.00","","-0.40%"
"12/03/2019","743.00","743.00","743.00","743.00","","0.81%"
"11/03/2019","737.00","737.00","737.00","737.00","","-0.67%"
"08/03/2019","742.00","742.00","742.00","742.00","","-0.67%"
"07/03/2019","747.00","747.00","747.00","747.00","","-0.80%"
"06/03/2019","753.00","753.00","753.00","753.00","","-0.13%"
"05/03/2019","754.00","754.00","754.00","754.00","","-1.05%"
"04/03/2019","762.00","762.00","762.00","762.00","","-1.55%"
"01/03/2019","774.00","774.00","774.00","774.00","","-0.90%"
"28/02/2019","781.00","781.00","781.00","781.00","","-1.88%"
"27/02/2019","796.00","796.00","796.00","796.00","","-0.38%"
"26/02/2019","799.00","799.00","799.00","799.00","","-0.25%"
"25/02/2019","801.00","801.00","801.00","801.00","","-2.67%"
"22/02/2019","823.00","823.00","823.00","823.00","","-0.60%"
"21/02/2019","828.00","828.00","828.00","828.00","","-0.36%"
"20/02/2019","831.00","831.00","831.00","831.00","","0.36%"
"19/02/2019","828.00","828.00","828.00","828.00","","1.10%"
"18/02/2019","819.00","819.00","819.00","819.00","","0.12%"
"15/02/2019","818.00","818.00","818.00","818.00","","1.49%"
"14/02/2019","806.00","806.00","806.00","806.00","","1.00%"
"13/02/2019","798.00","798.00","798.00","798.00","","1.01%"
"12/02/2019","790.00","790.00","790.00","790.00","","-0.13%"
"11/02/2019","791.00","791.00","791.00","791.00","","-0.50%"
"08/02/2019","795.00","795.00","795.00","795.00","","-0.25%"
"07/02/2019","797.00","797.00","797.00","797.00","","-0.99%"
"06/02/2019","805.00","805.00","805.00","805.00","","-0.12%"
"05/02/2019","806.00","806.00","806.00","806.00","","-2.18%"
"04/02/2019","824.00","824.00","824.00","824.00","","-2.25%"
"01/02/2019","843.00","843.00","843.00","843.00","","-0.59%"
"31/01/2019","848.00","848.00","848.00","848.00","","-1.28%"
"30/01/2019","859.00","859.00","859.00","859.00","","-1.49%"
"29/01/2019","872.00","872.00","872.00","872.00","","-0.23%"
"28/01/2019","874.00","874.00","874.00","874.00","","-0.34%"
"25/01/2019","877.00","877.00","877.00","877.00","","0.23%"
"24/01/2019","875.00","875.00","875.00","875.00","","1.04%"
"23/01/2019","866.00","866.00","866.00","866.00","","-0.23%"
"22/01/2019","868.00","868.00","868.00","868.00","","-0.80%"
"21/01/2019","875.00","875.00","875.00","875.00","","0.23%"
"18/01/2019","873.00","873.00","873.00","873.00","","-2.02%"
"17/01/2019","891.00","891.00","891.00","891.00","","-0.89%"
"16/01/2019","899.00","899.00","899.00","899.00","","-2.28%"
"15/01/2019","920.00","920.00","920.00","920.00","","-0.54%"
"14/01/2019","925.00","925.00","925.00","925.00","","-0.43%"
"11/01/2019","929.00","929.00","929.00","929.00","","-0.11%"
"10/01/2019","930.00","930.00","930.00","930.00","","-2.82%"
"09/01/2019","957.00","957.00","957.00","957.00","","-1.03%"
"08/01/2019","967.00","967.00","967.00","967.00","","-0.62%"
"07/01/2019","973.00","973.00","973.00","973.00","","-0.92%"
"04/01/2019","982.00","982.00","982.00","982.00","","-1.70%"
"03/01/2019","999.00","999.00","999.00","999.00","","-0.99%"
"02/01/2019","1,009.00","1,009.00","1,009.00","1,009.00","","-19.67%"
"21/12/2018","1,256.00","1,256.00","1,256.00","1,256.00","","-0.16%"
"20/12/2018","1,258.00","1,258.00","1,258.00","1,258.00","","-0.63%"
"19/12/2018","1,266.00","1,266.00","1,266.00","1,266.00","","2.10%"
"18/12/2018","1,240.00","1,240.00","1,240.00","1,240.00","","0.81%"
"17/12/2018","1,230.00","1,230.00","1,230.00","1,230.00","","0.57%"
"14/12/2018","1,223.00","1,223.00","1,223.00","1,223.00","","0.00%"
"13/12/2018","1,223.00","1,223.00","1,223.00","1,223.00","","0.41%"
"12/12/2018","1,218.00","1,218.00","1,218.00","1,218.00","","0.50%"
"11/12/2018","1,212.00","1,212.00","1,212.00","1,212.00","","2.71%"
"10/12/2018","1,180.00","1,180.00","1,180.00","1,180.00","","1.11%"
"07/12/2018","1,167.00","1,167.00","1,167.00","1,167.00","","-0.09%"
"06/12/2018","1,168.00","1,168.00","1,168.00","1,168.00","","0.69%"
"05/12/2018","1,160.00","1,160.00","1,160.00","1,160.00","","1.22%"
"04/12/2018","1,146.00","1,146.00","1,146.00","1,146.00","","1.51%"
"03/12/2018","1,129.00","1,129.00","1,129.00","1,129.00","","-0.27%"
"30/11/2018","1,132.00","1,132.00","1,132.00","1,132.00","","-0.26%"
"29/11/2018","1,135.00","1,135.00","1,135.00","1,135.00","","0.18%"
"28/11/2018","1,133.00","1,133.00","1,133.00","1,133.00","","0.18%"
"27/11/2018","1,131.00","1,131.00","1,131.00","1,131.00","","0.35%"
"26/11/2018","1,127.00","1,127.00","1,127.00","1,127.00","","-0.27%"
"23/11/2018","1,130.00","1,130.00","1,130.00","1,130.00","","0.36%"
"22/11/2018","1,126.00","1,126.00","1,126.00","1,126.00","","1.99%"
"21/11/2018","1,104.00","1,104.00","1,104.00","1,104.00","","-0.27%"
"20/11/2018","1,107.00","1,107.00","1,107.00","1,107.00","","0.36%"
"19/11/2018","1,103.00","1,103.00","1,103.00","1,103.00","","-0.27%"
"16/11/2018","1,106.00","1,106.00","1,106.00","1,106.00","","0.64%"
"15/11/2018","1,099.00","1,099.00","1,099.00","1,099.00","","0.73%"
"14/11/2018","1,091.00","1,091.00","1,091.00","1,091.00","","0.83%"
"13/11/2018","1,082.00","1,082.00","1,082.00","1,082.00","","-0.37%"
"12/11/2018","1,086.00","1,086.00","1,086.00","1,086.00","","-0.55%"
"09/11/2018","1,092.00","1,092.00","1,092.00","1,092.00","","-0.46%"
"08/11/2018","1,097.00","1,097.00","1,097.00","1,097.00","","-0.63%"
"07/11/2018","1,104.00","1,104.00","1,104.00","1,104.00","","-1.08%"
"06/11/2018","1,116.00","1,116.00","1,116.00","1,116.00","","-1.59%"
"05/11/2018","1,134.00","1,134.00","1,134.00","1,134.00","","-0.79%"
"02/11/2018","1,143.00","1,143.00","1,143.00","1,143.00","","-0.78%"
"01/11/2018","1,152.00","1,152.00","1,152.00","1,152.00","","-0.43%"
"31/10/2018","1,157.00","1,157.00","1,157.00","1,157.00","","0.61%"
"30/10/2018","1,150.00","1,150.00","1,150.00","1,150.00","","-0.26%"
"29/10/2018","1,153.00","1,153.00","1,153.00","1,153.00","","1.05%"
"26/10/2018","1,141.00","1,141.00","1,141.00","1,141.00","","1.78%"
"25/10/2018","1,121.00","1,121.00","1,121.00","1,121.00","","2.00%"
"24/10/2018","1,099.00","1,099.00","1,099.00","1,099.00","","3.10%"
"23/10/2018","1,066.00","1,066.00","1,066.00","1,066.00","","1.43%"
"22/10/2018","1,051.00","1,051.00","1,051.00","1,051.00","","2.64%"
"19/10/2018","1,024.00","1,024.00","1,024.00","1,024.00","","3.64%"
"18/10/2018","988.00","988.00","988.00","988.00","","2.60%"
"17/10/2018","963.00","963.00","963.00","963.00","","1.69%"
"16/10/2018","947.00","947.00","947.00","947.00","","2.71%"
"15/10/2018","922.00","922.00","922.00","922.00","","0.11%"
"12/10/2018","921.00","921.00","921.00","921.00","","0.88%"
"11/10/2018","913.00","913.00","913.00","913.00","","2.58%"
"10/10/2018","890.00","890.00","890.00","890.00","","1.71%"
"09/10/2018","875.00","875.00","875.00","875.00","","1.98%"
"08/10/2018","858.00","858.00","858.00","858.00","","0.59%"
"05/10/2018","853.00","853.00","853.00","853.00","","1.91%"
"04/10/2018","837.00","837.00","837.00","837.00","","3.59%"
"03/10/2018","808.00","808.00","808.00","808.00","","0.87%"
"02/10/2018","801.00","801.00","801.00","801.00","","1.01%"
"01/10/2018","793.00","793.00","793.00","793.00","","0.25%"
"28/09/2018","791.00","791.00","791.00","791.00","","-1.74%"
"27/09/2018","805.00","805.00","805.00","805.00","","0.12%"
"26/09/2018","804.00","804.00","804.00","804.00","","0.37%"
"25/09/2018","801.00","801.00","801.00","801.00","","0.88%"
"24/09/2018","794.00","794.00","794.00","794.00","","0.38%"
"21/09/2018","791.00","791.00","791.00","791.00","","1.41%"
"20/09/2018","780.00","780.00","780.00","780.00","","0.91%"
"19/09/2018","773.00","773.00","773.00","773.00","","0.91%"
"18/09/2018","766.00","766.00","766.00","766.00","","0.39%"
"17/09/2018","763.00","763.00","763.00","763.00","","-0.26%"
"14/09/2018","765.00","765.00","765.00","765.00","","-0.65%"
"13/09/2018","770.00","770.00","770.00","770.00","","0.13%"
"12/09/2018","769.00","769.00","769.00","769.00","","-0.65%"
"11/09/2018","774.00","774.00","774.00","774.00","","-1.28%"
"10/09/2018","784.00","784.00","784.00","784.00","","-0.13%"
"07/09/2018","785.00","785.00","785.00","785.00","","0.90%"
"06/09/2018","778.00","778.00","778.00","778.00","","0.00%"
"05/09/2018","778.00","778.00","778.00","778.00","","0.78%"
"04/09/2018","772.00","772.00","772.00","772.00","","-1.03%"
"03/09/2018","780.00","780.00","780.00","780.00","","-0.76%"
"31/08/2018","786.00","786.00","786.00","786.00","","-0.13%"
"30/08/2018","787.00","787.00","787.00","787.00","","-0.25%"
"29/08/2018","789.00","789.00","789.00","789.00","","-0.75%"
"28/08/2018","795.00","795.00","795.00","795.00","","-1.12%"
"24/08/2018","804.00","804.00","804.00","804.00","","1.26%"
"23/08/2018","794.00","794.00","794.00","794.00","","0.38%"
"22/08/2018","791.00","791.00","791.00","791.00","","-0.13%"
"21/08/2018","792.00","792.00","792.00","792.00","","2.33%"
"20/08/2018","774.00","774.00","774.00","774.00","","2.79%"
"17/08/2018","753.00","753.00","753.00","753.00","","2.31%"
"16/08/2018","736.00","736.00","736.00","736.00","","0.68%"
"15/08/2018","731.00","731.00","731.00","731.00","","1.11%"
"14/08/2018","723.00","723.00","723.00","723.00","","1.12%"
"13/08/2018","715.00","715.00","715.00","715.00","","0.28%"
"10/08/2018","713.00","713.00","713.00","713.00","","-0.56%"
"09/08/2018","717.00","717.00","717.00","717.00","","-1.10%"
"08/08/2018","725.00","725.00","725.00","725.00","","-1.09%"
"07/08/2018","733.00","733.00","733.00","733.00","","-2.14%"
"06/08/2018","749.00","749.00","749.00","749.00","","-1.19%"
"03/08/2018","758.00","758.00","758.00","758.00","","0.26%"
"02/08/2018","756.00","756.00","756.00","756.00","","-0.53%"
"01/08/2018","760.00","760.00","760.00","760.00","","-1.04%"
"31/07/2018","768.00","768.00","768.00","768.00","","0.00%"
"30/07/2018","768.00","768.00","768.00","768.00","","1.19%"
"27/07/2018","759.00","759.00","759.00","759.00","","0.53%"
"26/07/2018","755.00","755.00","755.00","755.00","","0.27%"
"25/07/2018","753.00","753.00","753.00","753.00","","0.67%"
"24/07/2018","748.00","748.00","748.00","748.00","","2.89%"
"23/07/2018","727.00","727.00","727.00","727.00","","0.55%"
"20/07/2018","723.00","723.00","723.00","723.00","","1.40%"
"19/07/2018","713.00","713.00","713.00","713.00","","-0.14%"
"18/07/2018","714.00","714.00","714.00","714.00","","-1.24%"
"17/07/2018","723.00","723.00","723.00","723.00","","-2.03%"
"16/07/2018","738.00","738.00","738.00","738.00","","-0.81%"
"13/07/2018","744.00","744.00","744.00","744.00","","0.81%"
"12/07/2018","738.00","738.00","738.00","738.00","","-0.40%"
"11/07/2018","741.00","741.00","741.00","741.00","","1.23%"
"10/07/2018","732.00","732.00","732.00","732.00","","0.41%"
"09/07/2018","729.00","729.00","729.00","729.00","","1.11%"
"06/07/2018","721.00","721.00","721.00","721.00","","1.55%"
"05/07/2018","710.00","710.00","710.00","710.00","","0.71%"
"04/07/2018","705.00","705.00","705.00","705.00","","0.43%"
"03/07/2018","702.00","702.00","702.00","702.00","","-0.43%"
"02/07/2018","705.00","705.00","705.00","705.00","","-0.98%"
"29/06/2018","712.00","712.00","712.00","712.00","","-1.66%"
"28/06/2018","724.00","724.00","724.00","724.00","","-0.41%"
"27/06/2018","727.00","727.00","727.00","727.00","","-1.09%"
"26/06/2018","735.00","735.00","735.00","735.00","","-1.34%"
"25/06/2018","745.00","745.00","745.00","745.00","","0.00%"
"22/06/2018","745.00","745.00","745.00","745.00","","0.40%"
"21/06/2018","742.00","742.00","742.00","742.00","","-0.13%"
"20/06/2018","743.00","743.00","743.00","743.00","","0.00%"
"19/06/2018","743.00","743.00","743.00","743.00","","0.95%"
"18/06/2018","736.00","736.00","736.00","736.00","","-1.34%"
"15/06/2018","746.00","746.00","746.00","746.00","","-1.84%"
"14/06/2018","760.00","760.00","760.00","760.00","","-1.04%"
"13/06/2018","768.00","768.00","768.00","768.00","","2.26%"
"12/06/2018","751.00","751.00","751.00","751.00","","0.67%"
"11/06/2018","746.00","746.00","746.00","746.00","","1.63%"
"08/06/2018","734.00","734.00","734.00","734.00","","0.41%"
"07/06/2018","731.00","731.00","731.00","731.00","","-0.54%"
"06/06/2018","735.00","735.00","735.00","735.00","","-1.34%"
"05/06/2018","745.00","745.00","745.00","745.00","","-0.53%"
"04/06/2018","749.00","749.00","749.00","749.00","","-0.66%"
"01/06/2018","754.00","754.00","754.00","754.00","","0.00%"
"31/05/2018","754.00","754.00","754.00","754.00","","-1.82%"
"30/05/2018","768.00","768.00","768.00","768.00","","-1.41%"
"29/05/2018","779.00","779.00","779.00","779.00","","-0.26%"
"25/05/2018","781.00","781.00","781.00","781.00","","0.64%"
"24/05/2018","776.00","776.00","776.00","776.00","","1.97%"
"23/05/2018","761.00","761.00","761.00","761.00","","1.74%"
"22/05/2018","748.00","748.00","748.00","748.00","","2.61%"
"21/05/2018","729.00","729.00","729.00","729.00","","2.10%"
"18/05/2018","714.00","714.00","714.00","714.00","","3.18%"
"17/05/2018","692.00","692.00","692.00","692.00","","1.62%"
"16/05/2018","681.00","681.00","681.00","681.00","","2.10%"
"15/05/2018","667.00","667.00","667.00","667.00","","1.68%"
"14/05/2018","656.00","656.00","656.00","656.00","","-0.15%"
"11/05/2018","657.00","657.00","657.00","657.00","","0.15%"
"10/05/2018","656.00","656.00","656.00","656.00","","0.00%"
"09/05/2018","656.00","656.00","656.00","656.00","","0.15%"
"08/05/2018","655.00","655.00","655.00","655.00","","0.77%"
"04/05/2018","650.00","650.00","650.00","650.00","","0.31%"
"03/05/2018","648.00","648.00","648.00","648.00","","0.15%"
"02/05/2018","647.00","647.00","647.00","647.00","","-1.22%"
"01/05/2018","655.00","655.00","655.00","655.00","","-0.15%"
"30/04/2018","656.00","656.00","656.00","656.00","","0.15%"
"27/04/2018","655.00","655.00","655.00","655.00","","1.08%"
"26/04/2018","648.00","648.00","648.00","648.00","","1.41%"
"25/04/2018","639.00","639.00","639.00","639.00","","0.31%"
"24/04/2018","637.00","637.00","637.00","637.00","","-0.31%"
"23/04/2018","639.00","639.00","639.00","639.00","","0.31%"
"20/04/2018","637.00","637.00","637.00","637.00","","0.00%"
"19/04/2018","637.00","637.00","637.00","637.00","","0.31%"
"18/04/2018","635.00","635.00","635.00","635.00","","-0.16%"
"17/04/2018","636.00","636.00","636.00","636.00","","-0.31%"
"16/04/2018","638.00","638.00","638.00","638.00","","-0.31%"
"13/04/2018","640.00","640.00","640.00","640.00","","0.16%"
"12/04/2018","639.00","639.00","639.00","639.00","","1.75%"
"11/04/2018","628.00","628.00","628.00","628.00","","-0.48%"
"10/04/2018","631.00","631.00","631.00","631.00","","-0.94%"
"09/04/2018","637.00","637.00","637.00","637.00","","-0.93%"
"06/04/2018","643.00","643.00","643.00","643.00","","-0.46%"
"05/04/2018","646.00","646.00","646.00","646.00","","-0.31%"
"04/04/2018","648.00","648.00","648.00","648.00","","-0.46%"
"03/04/2018","651.00","651.00","651.00","651.00","","-1.51%"
"29/03/2018","661.00","661.00","661.00","661.00","","-0.15%"
"28/03/2018","662.00","662.00","662.00","662.00","","0.00%"
"27/03/2018","662.00","662.00","662.00","662.00","","0.61%"
"26/03/2018","658.00","658.00","658.00","658.00","","0.30%"
"23/03/2018","656.00","656.00","656.00","656.00","","0.61%"
"22/03/2018","652.00","652.00","652.00","652.00","","0.46%"
"21/03/2018","649.00","649.00","649.00","649.00","","0.62%"
"20/03/2018","645.00","645.00","645.00","645.00","","1.42%"
"19/03/2018","636.00","636.00","636.00","636.00","","0.16%"
"16/03/2018","635.00","635.00","635.00","635.00","","-0.63%"
"15/03/2018","639.00","639.00","639.00","639.00","","-0.31%"
"14/03/2018","641.00","641.00","641.00","641.00","","-0.16%"
"13/03/2018","642.00","642.00","642.00","642.00","","-0.93%"
"12/03/2018","648.00","648.00","648.00","648.00","","-0.77%"
"09/03/2018","653.00","653.00","653.00","653.00","","0.31%"
"08/03/2018","651.00","651.00","651.00","651.00","","0.46%"
"07/03/2018","648.00","648.00","648.00","648.00","","-0.92%"
"06/03/2018","654.00","654.00","654.00","654.00","","-1.51%"
"05/03/2018","664.00","664.00","664.00","664.00","","-0.75%"
"02/03/2018","669.00","669.00","669.00","669.00","","1.06%"
"01/03/2018","662.00","662.00","662.00","662.00","","0.61%"
"28/02/2018","658.00","658.00","658.00","658.00","","0.00%"
"27/02/2018","658.00","658.00","658.00","658.00","","0.92%"
"26/02/2018","652.00","652.00","652.00","652.00","","0.93%"
"23/02/2018","646.00","646.00","646.00","646.00","","0.16%"
"22/02/2018","645.00","645.00","645.00","645.00","","0.78%"
"21/02/2018","640.00","640.00","640.00","640.00","","-0.16%"
"20/02/2018","641.00","641.00","641.00","641.00","","-0.62%"
"19/02/2018","645.00","645.00","645.00","645.00","","-0.62%"
"16/02/2018","649.00","649.00","649.00","649.00","","0.00%"
"15/02/2018","649.00","649.00","649.00","649.00","","1.09%"
"14/02/2018","642.00","642.00","642.00","642.00","","0.78%"
"13/02/2018","637.00","637.00","637.00","637.00","","-0.47%"
"12/02/2018","640.00","640.00","640.00","640.00","","-0.31%"
"09/02/2018","642.00","642.00","642.00","642.00","","-0.16%"
"08/02/2018","643.00","643.00","643.00","643.00","","-0.77%"
"07/02/2018","648.00","648.00","648.00","648.00","","0.00%"
"06/02/2018","648.00","648.00","648.00","648.00","","-0.92%"
"05/02/2018","654.00","654.00","654.00","654.00","","-0.61%"
"02/02/2018","658.00","658.00","658.00","658.00","","-0.45%"
"01/02/2018","661.00","661.00","661.00","661.00","","-0.45%"
"31/01/2018","664.00","664.00","664.00","664.00","","-0.90%"
"30/01/2018","670.00","670.00","670.00","670.00","","-1.33%"
"29/01/2018","679.00","679.00","679.00","679.00","","-0.44%"
"26/01/2018","682.00","682.00","682.00","682.00","","-0.15%"
"25/01/2018","683.00","683.00","683.00","683.00","","-1.16%"
"24/01/2018","691.00","691.00","691.00","691.00","","-0.43%"
"23/01/2018","694.00","694.00","694.00","694.00","","-1.14%"
"22/01/2018","702.00","702.00","702.00","702.00","","-0.43%"
"19/01/2018","705.00","705.00","705.00","705.00","","-0.28%"
"18/01/2018","707.00","707.00","707.00","707.00","","-1.12%"
"17/01/2018","715.00","715.00","715.00","715.00","","-0.28%"
"16/01/2018","717.00","717.00","717.00","717.00","","3.46%"
"15/01/2018","693.00","693.00","693.00","693.00","","1.32%"
"12/01/2018","684.00","684.00","684.00","684.00","","0.44%"
"11/01/2018","681.00","681.00","681.00","681.00","","-0.58%"
"10/01/2018","685.00","685.00","685.00","685.00","","-0.87%"
"09/01/2018","691.00","691.00","691.00","691.00","","1.32%"
"08/01/2018","682.00","682.00","682.00","682.00","","0.29%"
"05/01/2018","680.00","680.00","680.00","680.00","","0.59%"
"04/01/2018","676.00","676.00","676.00","676.00","","-1.02%"
"03/01/2018","683.00","683.00","683.00","683.00","","-2.43%"
"02/01/2018","700.00","700.00","700.00","700.00","","-15.36%"
"22/12/2017","827.00","827.00","827.00","827.00","","-0.48%"
"21/12/2017","831.00","831.00","831.00","831.00","","0.73%"
"20/12/2017","825.00","825.00","825.00","825.00","","0.12%"
"19/12/2017","824.00","824.00","824.00","824.00","","0.49%"
"18/12/2017","820.00","820.00","820.00","820.00","","0.61%"
"15/12/2017","815.00","815.00","815.00","815.00","","0.12%"
"14/12/2017","814.00","814.00","814.00","814.00","","0.25%"
"13/12/2017","812.00","812.00","812.00","812.00","","0.00%"
"12/12/2017","812.00","812.00","812.00","812.00","","-0.25%"
"11/12/2017","814.00","814.00","814.00","814.00","","0.00%"
"08/12/2017","814.00","814.00","814.00","814.00","","-1.09%"
"07/12/2017","823.00","823.00","823.00","823.00","","-0.12%"
"06/12/2017","824.00","824.00","824.00","824.00","","0.24%"
"05/12/2017","822.00","822.00","822.00","822.00","","0.12%"
"04/12/2017","821.00","821.00","821.00","821.00","","0.12%"
"01/12/2017","820.00","820.00","820.00","820.00","","1.74%"
"30/11/2017","806.00","806.00","806.00","806.00","","1.51%"
"29/11/2017","794.00","794.00","794.00","794.00","","-0.63%"
"28/11/2017","799.00","799.00","799.00","799.00","","0.13%"
"27/11/2017","798.00","798.00","798.00","798.00","","-1.72%"
"24/11/2017","812.00","812.00","812.00","812.00","","-0.98%"
"23/11/2017","820.00","820.00","820.00","820.00","","-0.73%"
"22/11/2017","826.00","826.00","826.00","826.00","","-0.12%"
"21/11/2017","827.00","827.00","827.00","827.00","","0.00%"
"20/11/2017","827.00","827.00","827.00","827.00","","2.22%"
"17/11/2017","809.00","809.00","809.00","809.00","","2.41%"
"16/11/2017","790.00","790.00","790.00","790.00","","0.38%"
"15/11/2017","787.00","787.00","787.00","787.00","","-0.38%"
"14/11/2017","790.00","790.00","790.00","790.00","","-0.75%"
"13/11/2017","796.00","796.00","796.00","796.00","","-0.87%"
"10/11/2017","803.00","803.00","803.00","803.00","","0.12%"
"09/11/2017","802.00","802.00","802.00","802.00","","-0.62%"
"08/11/2017","807.00","807.00","807.00","807.00","","-0.86%"
"07/11/2017","814.00","814.00","814.00","814.00","","-0.73%"
"06/11/2017","820.00","820.00","820.00","820.00","","-2.73%"
"03/11/2017","843.00","843.00","843.00","843.00","","-1.40%"
"02/11/2017","855.00","855.00","855.00","855.00","","-1.38%"
"01/11/2017","867.00","867.00","867.00","867.00","","-0.46%"
"31/10/2017","871.00","871.00","871.00","871.00","","-3.65%"
"30/10/2017","904.00","904.00","904.00","904.00","","-1.09%"
"27/10/2017","914.00","914.00","914.00","914.00","","-0.65%"
"26/10/2017","920.00","920.00","920.00","920.00","","0.88%"
"25/10/2017","912.00","912.00","912.00","912.00","","1.22%"
"24/10/2017","901.00","901.00","901.00","901.00","","0.22%"
"23/10/2017","899.00","899.00","899.00","899.00","","0.33%"
"20/10/2017","896.00","896.00","896.00","896.00","","-0.67%"
"19/10/2017","902.00","902.00","902.00","902.00","","-0.55%"
"18/10/2017","907.00","907.00","907.00","907.00","","-0.98%"
"17/10/2017","916.00","916.00","916.00","916.00","","0.33%"
"16/10/2017","913.00","913.00","913.00","913.00","","1.11%"
"13/10/2017","903.00","903.00","903.00","903.00","","3.79%"
"12/10/2017","870.00","870.00","870.00","870.00","","1.64%"
"11/10/2017","856.00","856.00","856.00","856.00","","4.65%"
"10/10/2017","818.00","818.00","818.00","818.00","","4.47%"
"09/10/2017","783.00","783.00","783.00","783.00","","0.90%"
"06/10/2017","776.00","776.00","776.00","776.00","","1.31%"
"05/10/2017","766.00","766.00","766.00","766.00","","0.79%"
"04/10/2017","760.00","760.00","760.00","760.00","","0.26%"
"03/10/2017","758.00","758.00","758.00","758.00","","-2.19%"
"02/10/2017","775.00","775.00","775.00","775.00","","-0.13%"
"29/09/2017","776.00","776.00","776.00","776.00","","-0.77%"
"28/09/2017","782.00","782.00","782.00","782.00","","-0.13%"
"27/09/2017","783.00","783.00","783.00","783.00","","0.38%"
"26/09/2017","780.00","780.00","780.00","780.00","","-0.13%"
"25/09/2017","781.00","781.00","781.00","781.00","","1.17%"
"22/09/2017","772.00","772.00","772.00","772.00","","1.58%"
"21/09/2017","760.00","760.00","760.00","760.00","","1.20%"
"20/09/2017","751.00","751.00","751.00","751.00","","1.49%"
"19/09/2017","740.00","740.00","740.00","740.00","","-0.54%"
"18/09/2017","744.00","744.00","744.00","744.00","","0.00%"
"15/09/2017","744.00","744.00","744.00","744.00","","0.68%"
"14/09/2017","739.00","739.00","739.00","739.00","","0.96%"
"13/09/2017","732.00","732.00","732.00","732.00","","0.97%"
"12/09/2017","725.00","725.00","725.00","725.00","","1.40%"
"11/09/2017","715.00","715.00","715.00","715.00","","1.13%"
"08/09/2017","707.00","707.00","707.00","707.00","","0.86%"
"07/09/2017","701.00","701.00","701.00","701.00","","0.29%"
"06/09/2017","699.00","699.00","699.00","699.00","","0.14%"
"05/09/2017","698.00","698.00","698.00","698.00","","1.01%"
"04/09/2017","691.00","691.00","691.00","691.00","","1.32%"
"01/09/2017","682.00","682.00","682.00","682.00","","0.74%"
"31/08/2017","677.00","677.00","677.00","677.00","","1.50%"
"30/08/2017","667.00","667.00","667.00","667.00","","1.21%"
"29/08/2017","659.00","659.00","659.00","659.00","","2.49%"
"25/08/2017","643.00","643.00","643.00","643.00","","2.55%"
"24/08/2017","627.00","627.00","627.00","627.00","","1.13%"
"23/08/2017","620.00","620.00","620.00","620.00","","-0.16%"
"22/08/2017","621.00","621.00","621.00","621.00","","-0.16%"
"21/08/2017","622.00","622.00","622.00","622.00","","0.16%"
"18/08/2017","621.00","621.00","621.00","621.00","","0.49%"
"17/08/2017","618.00","618.00","618.00","618.00","","-0.32%"
"16/08/2017","620.00","620.00","620.00","620.00","","0.49%"
"15/08/2017","617.00","617.00","617.00","617.00","","-0.16%"
"14/08/2017","618.00","618.00","618.00","618.00","","-0.48%"
"11/08/2017","621.00","621.00","621.00","621.00","","0.16%"
"10/08/2017","620.00","620.00","620.00","620.00","","0.32%"
"09/08/2017","618.00","618.00","618.00","618.00","","0.32%"
"08/08/2017","616.00","616.00","616.00","616.00","","0.33%"
"07/08/2017","614.00","614.00","614.00","614.00","","-0.81%"
"04/08/2017","619.00","619.00","619.00","619.00","","-1.43%"
"03/08/2017","628.00","628.00","628.00","628.00","","-0.63%"
"02/08/2017","632.00","632.00","632.00","632.00","","0.00%"
